Text,Pop_Extracted,Pop_Status,Pop_Precision,Int_Extracted,Int_Status,Int_Precision,Out_Extracted,Out_Status,Out_Precision
"Therapeutic effects of combined treatment using tetracycline-immobilized collagen film and root planing in periodontal furcation pockets . 46 upper and lower molars with furcation grade II involvement were selected from 16 patients with periodontal disease . The teeth were randomly allocated to the following groups according to treatment ; ( 1 ) 4 consecutive administrations of tetracycline-immobilized cross-linked collagen film ( TC film ) at intervals of 1 week ( TC group ) ; ( 2 ) 1 root planing treatment ( RP group ) ; ( 3 ) combination treatment ( TC + RP group ) ; ( 4 ) no treatment ( control group ) . The therapeutic effects of each treatment were compared both clinically and microbiologically . Records of plaque index , gingival index , bleeding on probing , probing depth , probing attachment level and microscopic counts were obtained at 0 , 4 , 6 and 8 weeks . The results showed marked decreases in probing depth and density of micro-organisms in both the RP and TC + RP groups . In particular , the TC + RP group was characterized by a decreased rate of bleeding on pocket probing and an increased probing attachment gain . The above findings demonstrated that root planning is effective in the treatment of furcation involvement and that the effects are enhanced by the local administration of TC films .",16 patients with periodontal disease,Hit (Relaxed),1.0,tetracycline-immobilized cross-linked collagen film (TC film),Hit (Relaxed),1.0,probing attachment gain,Hit (Relaxed),1.0
"Eltrombopag for management of chronic immune thrombocytopenia ( RAISE ) : a 6-month , randomised , phase 3 study . BACKGROUND Eltrombopag is an oral thrombopoietin receptor agonist for the treatment of thrombocytopenia . We aimed to compare the response to once daily eltrombopag versus placebo in patients with chronic immune thrombocytopenia during a 6-month period . METHODS We undertook a phase 3 , double-blind , placebo-controlled study in adults with previously treated immune thrombocytopenia of more than 6 months ' duration who had baseline platelet counts lower than 30,000 per μL . Patients were randomly allocated ( in a 2:1 ratio ) treatment with local standard of care plus 50 mg eltrombopag or matching placebo once daily for 6 months . Randomisation was done centrally with a computer-generated randomisation schedule and was stratified by baseline platelet count ( ≤ 15,000 per μL ) , use of treatment for immune thrombocytopenia , and splenectomy status . Patients , investigators , and those assessing data were masked to allocation . Dose modifications were made on the basis of platelet response . Patients were assessed for response to treatment ( defined as a platelet count of 50,000-400,000 per μL ) weekly during the first 6 weeks and at least once every 4 weeks thereafter ; the primary endpoint was the odds of response to eltrombopag versus placebo . Analysis was by intention to treat . This study is registered at ClinicalTrials.gov , number NCT00370331 . FINDINGS Between Nov 22 , 2006 , and July 31 , 2007 , 197 patients were randomly allocated to treatment groups and were included in the intention-to-treat analysis ( 135 eltrombopag , 62 placebo ) . 106 ( 79 % ) patients in the eltrombopag group responded to treatment at least once during the study , compared with 17 ( 28 % ) patients in the placebo group . The odds of responding were greater in patients in the eltrombopag group compared with those in the placebo group throughout the 6-month treatment period ( odds ratio 8·2 , 99 % CI 3·59-18·73 ; p < 0·0001 ) . 37 ( 59 % ) patients receiving eltrombopag reduced concomitant treatment versus ten ( 32 % ) patients receiving placebo ( p=0·016 ) . 24 ( 18 % ) patients receiving eltrombopag needed rescue treatment compared with 25 ( 40 % ) patients receiving placebo ( p=0·001 ) . Three ( 2 % ) patients receiving eltrombopag had thromboembolic events compared with none in patients on placebo . Nine ( 7 % ) eltrombopag-treated patients and two ( 3 % ) in the placebo group had mild increases in alanine aminotransferase concentration , and five ( 4 % ) eltrombopag-treated patients ( vs none allocated to placebo ) had increases in total bilirubin . Four ( 7 % ) patients taking placebo had serious bleeding events , compared with one ( < 1 % ) patient treated with eltrombopag . INTERPRETATION Eltrombopag is effective for management of chronic immune thrombocytopenia , and could be particularly beneficial for patients who have not responded to splenectomy or previous treatment . These benefits should be balanced with the potential risks associated with eltrombopag treatment . FUNDING GlaxoSmithKline .",adults with previously treated immune thrombocytopenia of more than 6 months' duration,Hit (Relaxed),1.0,local standard of care plus 50 mg eltrombopag or matching placebo once daily for 6 months,Hit (Relaxed),1.0,"response to treatment (defined as a platelet count of 50,000-400,000 per μL)",Hit (Relaxed),1.0
"Randomized controlled trial of acupuncture versus sham acupuncture in autism spectrum disorder . OBJECTIVE We aim to study the efficacy of acupuncture versus sham acupuncture in children with autism spectrum disorder . METHODS A single-blind randomized control trial was conducted in 50 children . These children were randomly assigned to the treatment group with tongue acupuncture ( 40 sessions over 8 weeks ) or the control group ( sham tongue acupuncture to nonacupoints in the tongue ) . RESULTS There was improvement in both the treatment and control groups in all assessed measures but more so in the treatment than in the control group : ( 1 ) eye-hand coordination , performance , and practical reasoning of Griffiths Mental Developmental Scale ; ( 2 ) sensory-motor , social , affectual , language , and total score of Ritvo-Freeman Real Life Scale ; ( 3 ) Comprehension Language age in the Reynell Language Developmental Scale ; and ( 4 ) Total Score and Mental Age in Symbolic Play Test . The only statistically significant improvement in the treatment as compared to the control group was seen in self-care and cognition domains of the Functional Independence Measure for children . CONCLUSIONS We had demonstrated that a short course of acupuncture had efficacy in improving various developmental and behavioral aspects of children with autism . The long-term efficacy in functional gain needs to be further explored .",children with autism spectrum disorder,Hit (Relaxed),1.0,acupuncture versus sham acupuncture,Hit (Relaxed),1.0,developmental and behavioral aspects,Hallucinated,0.0
"The immediate efficacy of adjunctive doxycycline in treatment of localized juvenile periodontitis . A randomized , double-blind , placebo-controlled study on the immediate clinical and microbiological efficacy of doxycycline ( 100 mg for 14 days ) was carried out to determine the benefit of adjunctive medication in 16 patients with localized juvenile periodontitis . Measurements of gingival fluid flow , probing depths , bleeding on probing and suppuration were determined at 2 periodontal sites with and 2 without radiographic attachment loss , at weeks 0 , 1 , 3 and 8 . Subgingival bacterial samples were taken with curettes from the same sites . Spirochaetes were searched for by dark-field microscopy . Actinobacillus actinomycetemcomitans , pigmented and non-pigmented Bacteroides spp. , Capnocytophaga , Fusobacterium and Actinomyces spp . were cultured on various selective and non-selective media . Bacterial species found at least in 50 % of the patients and comprising on average 5 % or more of the cultivable flora were included in the analysis . Neither short-term clinical nor microbiological efficacy beyond that of a course of mechanical debridement alone was found by using systemic medication with doxycycline in patients with localized juvenile periodontitis .",patients with localized juvenile periodontitis,Hit (Relaxed),1.0,doxycycline (100 mg for 14 days),Hit (Relaxed),1.0,short-term clinical and microbiological efficacy,Hit (Relaxed),1.0
"Visual and kinesthetic locomotor imagery training integrated with auditory step rhythm for walking performance of patients with chronic stroke . OBJECTIVE To compare the effect of visual and kinesthetic locomotor imagery training on walking performance and to determine the clinical feasibility of incorporating auditory step rhythm into the training . DESIGN Randomized crossover trial . SETTING Laboratory of a Department of Physical Therapy . SUBJECTS Fifteen subjects with post-stroke hemiparesis . INTERVENTION Four locomotor imagery trainings on walking performance : visual locomotor imagery training , kinesthetic locomotor imagery training , visual locomotor imagery training with auditory step rhythm and kinesthetic locomotor imagery training with auditory step rhythm . MAIN OUTCOME MEASURES The timed up-and-go test and electromyographic and kinematic analyses of the affected lower limb during one gait cycle . RESULTS After the interventions , significant differences were found in the timed up-and-go test results between the visual locomotor imagery training ( 25.69 ± 16.16 to 23.97 ± 14.30 ) and the kinesthetic locomotor imagery training with auditory step rhythm ( 22.68 ± 12.35 to 15.77 ± 8.58 ) ( P < 0.05 ) . During the swing and stance phases , the kinesthetic locomotor imagery training exhibited significantly increased activation in a greater number of muscles and increased angular displacement of the knee and ankle joints compared with the visual locomotor imagery training , and these effects were more prominent when auditory step rhythm was integrated into each form of locomotor imagery training . The activation of the hamstring during the swing phase and the gastrocnemius during the stance phase , as well as kinematic data of the knee joint , were significantly different for posttest values between the visual locomotor imagery training and the kinesthetic locomotor imagery training with auditory step rhythm ( P < 0.05 ) . CONCLUSIONS The therapeutic effect may be further enhanced in the kinesthetic locomotor imagery training than in the visual locomotor imagery training . The auditory step rhythm together with the locomotor imagery training produces a greater positive effect in improving the walking performance of patients with post-stroke hemiparesis .",patients with chronic stroke,Hit (Relaxed),1.0,visual and kinesthetic locomotor imagery training integrated with auditory step rhythm,Hit (Relaxed),1.0,walking performance,Hallucinated,0.0
"[ Efficacy of paliperidone extended-release tablets in the improvement of social functions in schizophrenics : a randomized and controlled study ] . OBJECTIVE To explore the efficacy of paliperidone extended-release tablets in the improvement of social functions in schizophrenics . METHODS A total of 81 schizophrenics were randomly divided into study group with paliperidone extended-release tablets and control group with risperidone for a 12-week treatment . They were assessed and analyzed by positive and negative symptoms scales ( PANSS ) , social disability screening schedule ( SDSS ) and treatment emergent symptom scale ( TESS ) at baseline , 6 ( th ) weekend and 12 ( th ) weekend . RESULTS In study group , the factors and total scores of PANSS in the 12 ( th ) weekend of treatment [ ( 12.0 ± 2.8 ) , ( 12.1 ± 3.6 ) , ( 26.2 ± 5.0 ) , ( 50.2 ± 8.7 ) ] were all significantly lower than those at baseline [ ( 24.7 ± 5.3 ) , ( 23.8 ± 3.6 ) , ( 45.0 ± 2.9 ) , ( 93.5 ± 6.8 ) ] ( t = 9.60-16.78 , P < 0.05 ) . In study group , the positive factor , negative factor and total scores of PANSS in the 12 ( th ) weekend of treatment [ ( 12.0 ± 2.8 ) , ( 12.1 ± 3.6 ) , ( 50.2 ± 8.7 ) ] were all significantly lower than those in the 6 ( th ) weekend of treatment [ ( 14.2 ± 1.8 ) , ( 14.6 ± 2.4 ) , ( 56.5 ± 6.4 ) ] ( t = 2.58-4.26 , P < 0.05 ) . In the 12 ( th ) weekend of treatment , the factors and total scores of PANSS in study group [ ( 12.0 ± 2.8 ) , ( 12.1 ± 3.6 ) , ( 26.2 ± 5.0 ) , ( 50.2 ± 8.7 ) ] were all significantly lower than those in control group [ ( 16.9 ± 4.9 ) , ( 18.7 ± 5.3 ) , ( 32.5 ± 5.1 ) , ( 68.1 ± 13.0 ) ] ( t = -4.28 -- 5.67 , P < 0.05 ) . In study group , the total scores of SDSS in the 12 ( th ) weekend of treatment ( 5.93 ± 2.78 ) were significantly lower than those at baseline ( 13.9 ± 3.4 ) ( t = 10.83 , P < 0.05 ) . In study group , the total scores of SDSS in the 12 ( th ) weekend of treatment ( 5.9 ± 2.8 ) were significantly lower than those in the 6 ( th ) weekend of treatment ( 7.6 ± 2.9 ) ( t = 5.21 , P < 0.05 ) . But there was no significant improvement in control group ( t = 1.88 , P > 0.05 ) . In the 12 ( th ) weekend of treatment , the total scores of SDSS in study group ( 5.9 ± 2.8 ) were significantly lower than those in control group ( 8.8 ± 2.9 ) ( t = -4.49 , P < 0.05 ) . No severe adverse effect was reported in either group . CONCLUSION Paliperidone extended-release tablets are effective to improve social functions and psychiatric symptoms of schizophrenics .",schizophrenics,Hit (Relaxed),1.0,paliperidone extended-release tablets,Hit (Relaxed),1.0,social functions,Hit (Relaxed),1.0
"Time-varying smoking abstinence predicts lower depressive symptoms following smoking cessation treatment . INTRODUCTION The question of whether abstinence during the months following a planned quit attempt exacerbates or improves depressive symptoms is an important clinical issue . Extant research has primarily modeled between-person covariation between postquit abstinence and depressive symptom trajectories . However , this approach can not account for potential third variables between participants that may affect both smoking and depression . Accordingly , the current study examined within-person covariation between time-varying abstinence and depressive symptom in a multilevel model ( MLM ) , which allowed for transitions between smoking statuses within a participant . METHODS Participants were 236 heavy drinking smokers in a randomized clinical trial testing the efficacy of incorporating brief alcohol intervention into smoking cessation treatment . Depressive symptoms and biochemically verified abstinence were assessed 1 week prior to and 2 , 8 , 16 , and 26 weeks after quit date . RESULTS MLMs indicated a slight increase in depressive symptoms over time in the sample as a whole . However , there was an inverse relation between time-varying abstinence ( vs. smoking ) and concurrent level of depressive symptoms , indicating that transitions from smoking to abstinence within individuals were associated with reductions in depressive symptoms . CONCLUSIONS During the first 6 months following a planned quit attempt , being abstinent in a particular week appears to be associated with lower levels of concurrent depressive symptoms . These results are not concordant with the view that intentional smoking abstinence exacerbates depressive symptoms . Efforts to promote smoking cessation should highlight that individuals are likely to feel more rather than less psychologically healthy when they successfully quit smoking .",heavy drinking smokers,Hit (Relaxed),1.0,incorporating brief alcohol intervention into smoking cessation treatment,Hit (Relaxed),1.0,depressive symptoms,Hit (Relaxed),1.0
"Serum biochemical characteristics of Beluga , Huso huso ( L. ) , in response to blood sampling after clove powder solution exposure . In order to investigate the effect of anesthesia on serum parameters , Beluga , Huso huso ( L. ) were blood-sampled immediately without anesthesia ( control ) or subjected to following anesthesia procedure : 40 , 120 , and 240 s exposure to 3,000 , 700 , and 500 mg l⁻¹ clove solution , respectively . Blood samples were collected after these periods , when fish were immobile and reached stage 4 anesthesia . Results showed that cortisol and glucose levels were significantly high in 700 and 500 but not 3,000 mg l⁻¹ group compared to control . Serum lactate levels were significantly high in 500 mg l⁻¹ group compared to control group . Lactate levels were not significantly differed between control , 3,000 , and 700 mg l⁻¹ groups . There were no significant differences in serum levels of cholesterol , total protein , lactate dehydrogenase , aspartate aminotransferase , alanine aminotransferase , Na⁺ , Cl⁻ , K⁺ , and Ca²⁺ . Results suggest that rapid anesthesia with higher dose is better than slow anesthesia with lower dose for blood sampling in Beluga .","Beluga, Huso huso (L.)",Hit (Relaxed),1.0,clove powder solution exposure,Hallucinated,0.0,serum biochemical characteristics,Hallucinated,0.0
"Lowering the triglyceride/high-density lipoprotein cholesterol ratio is associated with the beneficial impact of pioglitazone on progression of coronary atherosclerosis in diabetic patients : insights from the PERISCOPE ( Pioglitazone Effect on Regression of Intravascular Sonographic Coronary Obstruction Prospective Evaluation ) study . OBJECTIVES The purpose of this study was to determine the factors associated with the favorable effect of pioglitazone on atheroma progression . BACKGROUND Diabetes mellitus is associated with accelerated coronary atheroma progression . Pioglitazone slowed progression compared with glimepiride in this population . METHODS In all , 360 diabetic patients with coronary artery disease were treated with pioglitazone or glimepiride for 18 months in the PERISCOPE ( Pioglitazone Effect on Regression of Intravascular Sonographic Coronary Obstruction Prospective Evaluation ) study . Coronary atheroma progression was evaluated by serial intravascular ultrasound . The relationship between changes in biochemical parameters , percent atheroma volume , and total atheroma volume was investigated . RESULTS Pioglitazone-treated patients demonstrated greater increases in high-density lipoprotein cholesterol ( HDL-C ) and reductions in glycated hemoglobin , triglycerides , and C-reactive protein . Significant correlations were observed between changes in percent atheroma volume and triglycerides ( r = 0.15 , p = 0.04 ) , triglyceride/HDL-C ratio ( r = 0.16 , p = 0.03 ) , and glycated hemoglobin ( r = 0.16 , p = 0.03 ) with pioglitazone , and changes in low-density lipoprotein cholesterol ( r = -0.15 , p = 0.05 ) , apolipoprotein B ( r = -0.16 , p = 0.04 ) , and apolipoprotein A-I ( r = -0.20 , p = 0.01 ) with glimepiride . Substantial atheroma regression , compared to progression , was associated with greater relative increases in HDL-C ( 14.2 % vs. 7.8 % , p = 0.04 ) , relative decreases in triglycerides ( -13.3 % vs. -1.9 % , p = 0.045 ) , triglyceride/HDL-C ratio ( -22.5 vs. -9.9 % , p = 0.05 ) , and decrease in glycated hemoglobin ( -0.6 % vs. -0.3 % , p = 0.01 ) . Multivariable analysis revealed that pioglitazone-induced effects on triglyceride/HDL-C were associated with changes in percent atheroma volume ( p = 0.03 ) and total atheroma volume ( p = 0.02 ) . CONCLUSIONS Favorable effects of pioglitazone on the triglyceride/HDL-C ratio correlated with delayed atheroma progression in diabetic patients . This finding highlights the potential importance of targeting atherogenic dyslipidemia in diabetic patients with coronary artery disease .",diabetic patients,Hit (Relaxed),1.0,pioglitazone,Hit (Relaxed),1.0,atheroma progression,Hallucinated,0.0
"Distinct fast and slow processes contribute to the selection of preferred step frequency during human walking . Humans spontaneously select a step frequency that minimizes the energy expenditure of walking . This selection might be embedded within the neural circuits that generate gait so that the optimum is pre-programmed for a given walking speed . Or perhaps step frequency is directly optimized , based on sensed feedback of energy expenditure . Direct optimization is expected to be slow due to the compounded effect of delays and iteration , whereas a pre-programmed mechanism presumably allows for faster step frequency selection , albeit dependent on prior experience . To test for both pre-programmed selection and direct optimization , we applied perturbations to treadmill walking to elicit transient changes in step frequency . We found that human step frequency adjustments ( n = 7 ) occurred with two components , the first dominating the response ( 66 ± 10 % of total amplitude change ; mean ± SD ) and occurring quite quickly ( 1.44 ± 1.14 s to complete 95 % of total change ) . The other component was of smaller amplitude ( 35 ± 10 % of total change ) and took tens of seconds ( 27.56 ± 16.18 s for 95 % completion ) . The fast process appeared to be too fast for direct optimization and more indicative of a pre-programmed response . It also persisted even with unusual closed-loop perturbations that conflicted with prior experience and rendered the response energetically suboptimal . The slow process was more consistent with the timing expected for direct optimization . Our interpretation of these results is that humans may rely heavily on pre-programmed gaits to rapidly select their preferred step frequency and then gradually fine-tune that selection with direct optimization .",humans,Hallucinated,0.0,treadmill walking perturbations,Hit (Relaxed),1.0,step frequency adjustments,Hit (Relaxed),1.0
"A novel approach to the use of subgingival controlled-release chlorhexidine delivery in chronic periodontitis : a randomized clinical trial . BACKGROUND We aimed to analyze clinical , microbiologic , and serologic effects of chlorhexidine ( CHX ) chips used as a subgingival controlled-release delivery device before and immediately after scaling and root planing ( SRP ) . METHODS Twenty-four patients presenting with ≥12 teeth with probing depth ( PD ) ≥5 mm and bleeding on probing were assigned in test or control groups . After prophylaxis , CHX chips ( test ) or placebo chips ( control ) were placed in pockets with PD ≥5 mm . Ten days later , SRP was performed in all teeth with PD ≥4 mm in a single appointment . Immediately after SRP , new chips were inserted in all pockets with PD ≥5 mm . Parameters were assessed at baseline ; beginning of SRP ; and 1 , 3 , and 6 months after treatment . Subgingival samples were obtained at baseline ; beginning of SRP ; and at 1 month after treatment . Periodontal pathogens Aggregatibacter actinomycetemcomitans , Porphyromonas gingivalis , Prevotella intermedia , Tannerella forsythia , and Treponema denticola were analyzed . Serum levels of high sensitive C-reactive and lipopolysaccharide-binding proteins were measured . The changes of the parameters between and within the groups were tested by Mann-Whitney U test ( P < 0.05 ) . RESULTS All clinical and serologic parameters improved in both groups over time . There was a significant difference in clinical attachment level ( CAL ) gain from baseline to 6 months between groups ( 1.17 mm in the test group versus 0.79 mm in the placebo group ) ( P < 0.05 ) . The treatment with CHX chips showed a greater reduction of the microorganisms of the "" red complex "" after 1 month ( P = 0.02 ) . CONCLUSION The use of CHX chips before and immediately after SRP improved CAL and reduced the subgingival microorganisms of the red complex in the treatment of chronic periodontitis .",patients presenting with ≥12 teeth with probing depth ( PD ) ≥5 mm and bleeding on probing,Hit (Relaxed),1.0,chlorhexidine ( CHX ) chips used as a subgingival controlled-release delivery device,Hit (Relaxed),1.0,clinical attachment level ( CAL ) gain,Hit (Relaxed),1.0
"Intervention to lower household wood smoke exposure in Guatemala reduces ST-segment depression on electrocardiograms . BACKGROUND A large body of evidence suggests that fine particulate matter ( PM ) air pollution is a cause of cardiovascular disease , but little is known in particular about the cardiovascular effects of indoor air pollution from household use of solid fuels in developing countries . RESPIRE ( Randomized Exposure Study of Pollution Indoors and Respiratory Effects ) was a randomized trial of a chimney woodstove that reduces wood smoke exposure . OBJECTIVES We tested the hypotheses that the stove intervention , compared with open fire use , would reduce ST-segment depression and increase heart rate variability ( HRV ) . METHODS We used two complementary study designs : a ) between-groups comparisons based on randomized stove assignment , and b ) before-and-after comparisons within control subjects who used open fires during the trial and received chimney stoves after the trial . Electrocardiogram sessions that lasted 20 hr were repeated up to three times among 49 intervention and 70 control women 38-84 years of age , and 55 control subjects were also assessed after receiving stoves . HRV and ST-segment values were assessed for each 30-min period . ST-segment depression was defined as an average value below -1.00 mm . Personal fine PM [ aerodynamic diameter ≤ 2.5 μm ( PM₂.₅ ] exposures were measured for 24 hr before each electrocardiogram . RESULTS PM₂.₅ exposure means were 266 and 102 μg/m³ during the trial period in the control and intervention groups , respectively . During the trial , the stove intervention was associated with an odds ratio of 0.26 ( 95 % confidence interval , 0.08-0.90 ) for ST-segment depression . We found similar associations with the before-and-after comparison . The intervention was not significantly associated with HRV . CONCLUSIONS The stove intervention was associated with reduced occurrence of nonspecific ST-segment depression , suggesting that household wood smoke exposures affect ventricular repolarization and potentially cardiovascular health .",women 38-84 years of age,Hit (Relaxed),1.0,chimney woodstove,Hit (Relaxed),1.0,ST-segment depression,Hit (Relaxed),1.0
"Insulin pump therapy started at the time of diagnosis : effects on glycemic control and pancreatic β-cell function in type 1 diabetes . BACKGROUND In the interest of preserving residual insulin secretory capacity present at the time of diagnosis with type 1 diabetes ( T1D ) , we compared the efficacy of starting insulin pump therapy at diagnosis with standard multiple daily insulin injections ( MDIs ) . METHODS We conducted a prospective , randomized , pilot trial comparing MDI therapy with continuous subcutaneous insulin therapy ( pump therapy ) in 24 patients , 8-18 years old , with newly diagnosed T1D . Subjects were evaluated at enrollment and 1 , 3 , 6 , 9 , and 12 months after initial diagnosis of T1D . Preservation of insulin secretion , measured by mixed-meal-stimulated C-peptide secretion , was compared after 6 and 12 months of treatment . Between-group differences in glycosylated hemoglobin ( HbA1c ) , continuous glucose sensor data , insulin utilization , anthropometric measures , and patient satisfaction with therapy were also compared at multiple time points . RESULTS Initiation of pump therapy within 1 month of diagnosis resulted in consistently higher mixed-meal tolerance test-stimulated C-peptide values at all time points , although these differences were not statistically significant . Nonetheless , improved glycemic control was observed in insulin pump-treated subjects ( more time spent with normoglycemia , better mean HbA1c ) , and pump-treated subjects reported comparatively greater satisfaction with route of treatment administration . CONCLUSIONS Initiation of insulin pump therapy at diagnosis improved glycemic control , was well tolerated , and contributed to improved patient satisfaction with treatment . This study also suggests that earlier use of pump therapy might help to preserve residual β-cell function , although a larger clinical trial would be required to confirm this .",patients or problem. Return null if none.,Hallucinated,0.0,insulin pump therapy,Hit (Relaxed),1.0,glycemic control and pancreatic β-cell function in type 1 diabetes,Hit (Relaxed),1.0
"[ Clinical study on treatment of endometriosis-related infertility patients by laparoscopic surgery in combination of quyu jiedu recipe ] . OBJECTIVE To study the clinical efficacy of the laparoscopic surgery in combination of Quyu Jiedu Recipe ( QYJDR ) on endometriosis ( EMs ) -related infertility patients . METHODS 130 EMs-related infertility patients of blood stasis and toxin accumulation syndrome diagnosed and treated by laparoscopic surgery were randomly assigned to two groups , i.e. , the test group ( 75 cases ) and the control group ( 55 cases ) . All patients received routine progesterone treatment after laparoscopic surgery . QYJDR was given to patients in the test group after laparoscopic surgery , lasting for twelve months . The pregnancy rate within one year after laparoscopic surgery were compared between the two groups . The Chinese medicine syndrome integrals , serum endometrium antibody ( EMAb ) and cancer antigen 125 ( CA125 ) levels were compared between before drug therapy and three months after drug therapy . RESULTS The pregnancy rate within one year after laparoscopic surgery was higher in the test group than in the control group [ 61.33 % ( 46/75 ) vs 45.45 % ( 25/55 ) ] , showing significant difference ( P < 0.05 ) . The Chinese medicine syndrome integral was ( 16.07 +/- 6.77 ) score and ( 7.25 +/- 3.27 ) score before and 3 months after drug therapy in the test group , while it was ( 15.92 +/- 7.51 ) score and ( 12.73 +/- 6.12 ) score in the control group . The Chinese medicine syndrome integral after drug therapy was lower than that before drug therapy in the same group . Besides , the integral difference between before and after drug therapy was higher in the test group than in the control group [ ( 9.12 +/- 6.16 ) score vs ( 3.48 +/- 2.06 ) score ) ] , showing statistical difference ( P < 0.05 ) . After three-month drug therapy , the serum EMAb negative conversion rate was obviously higher in the test group than in the control group ( 44.44 % vs 15.62 % ) , showing statistical difference ( P < 0.05 ) . The serum CA125 level was ( 31.88 +/- 15.78 ) U/mL before drug therapy and ( 18.82 +/- 10.08 ) U/mL three months after drug therapy in the test group , while it was ( 30.63 +/- 19.28 ) U/mL and ( 18.05 +/- 11.20 ) U/mL respectively in the control group . It was lowered after drug therapy in the two groups with statistical difference ( P < 0.05 ) . There was no statistical difference between the two groups after drug therapy ( P > 0.05 ) . CONCLUSIONS The laparoscopic surgery in combination of QYJDR could effectively improve clinical symptoms of EMs patients of blood stasis and toxin accumulation syndrome , promote negative conversion of EMAb , lower serum CA125 levels , and elevate the clinical pregnancy rate . QYJDR is an effective formula in treatment of EMs-related infertility .",endometriosis (EMs)-related infertility patients,Hit (Relaxed),1.0,laparoscopic surgery in combination of Quyu Jiedu Recipe (QYJDR),Hit (Relaxed),1.0,clinical pregnancy rate,Hit (Relaxed),1.0
"Chronic vasodilator therapy with flosequinan in congestive heart failure . This study was conducted to determine the long-term effect of flosequinan , a new orally administered arterial and venous dilator , on the clinical course of patients with moderate to severe congestive heart failure . Seventeen patients on chronic digitalis and diuretic therapy were randomized to receive either flosequinan ( n = 9 ) or placebo ( n = 8 ) in a double-blind fashion . Changes in symptomatology , exercise performance , and left ventricular function were assessed serially during the two-month treatment period . During the course of therapy , a modest improvement in the symptom scores and functional classification of the flosequinan-treated patients was observed . Flosequinan evoked a significant increase in maximal exercise capacity . While long-term flosequinan administration also effected a progressive increase in resting heart rate , it did not consistently improve indices of left ventricular systolic function . The addition of chronic vasodilator therapy with flosequinan to standard digitalis-diuretic regimens is capable of inducing clinical improvement in patients with moderate to severe chronic heart failure . Trials involving larger patient populations will be necessary to confirm the results of this preliminary study and to determine the extent of clinical improvement , subpopulations benefited , role in heart failure therapeutics , and so forth .",patients with moderate to severe congestive heart failure,Hit (Relaxed),1.0,flosequinan,Hit (Relaxed),1.0,clinical improvement,Hallucinated,0.0
"A physiotherapy service to an emergency extended care unit does not decrease admission rates to hospital : a randomised trial . BACKGROUND One of the reasons physiotherapy services are provided to emergency departments ( EDs ) and emergency extended care units ( EECUs ) is to review patients ' mobility to ensure they are safe to be discharged home . AIM To investigate whether a physiotherapy service to an EECU altered the rate of hospital admission , rate of re-presentation to the ED , visits to community healthcare practitioners , return to usual work/home/leisure activities and patient satisfaction . METHODS A randomised trial with concealed allocation , assessor blinding and intention-to-treat analysis was undertaken in an EECU . The sample comprised 186 patients ( mean age 70 years , 123 ( 66 % ) female patients , 130 ( 70 % ) trauma ) who were referred for physiotherapy assessment/intervention . Referral occurred at any stage of the patients ' EECU admission . All participants received medical/nursing care as required . The physiotherapy group also received physiotherapy assessment/intervention . RESULTS The physiotherapy group had a 4 % ( 95 % CI -18 % to 9 % ) lower rate of admission to hospital than the control group and a 4 % ( 95 % CI -6 % to 13 % ) higher rate of re-presentation to the ED , which were statistically non-significant ( p≥0.45 ) . Differences between groups for use of community healthcare resources , return to usual work/home/leisure activities and satisfaction with their EECU care were small and not significant . CONCLUSION A physiotherapy service for EECU patients , as provided in this study , did not reduce the rate of hospital admission , rate of re-presentation to the ED , use of community healthcare resources , or improve the rate of return to usual work/home/leisure activities or patient satisfaction . Trial registration number ANZCTRN12609000106235 .",patients,Hallucinated,0.0,physiotherapy service,Hit (Relaxed),1.0,hospital admission,Hit (Relaxed),1.0
"Cancer information and anxiety : applying the extended parallel process model . There is concern that public education about testicular cancer ( TC ) may cause unnecessary anxiety . Psychological theory suggests that if threat ( eg , TC ) information is accompanied with threat control strategies ( eg , testicular self-examination ; TSE ) anxiety is less likely . Male students ( N=443 ) were randomized to either a TC or TC +TSE information group or a no information control group , and assessed at three time points . Anxiety levels did not differ between the groups and exposure to TC+TSE resulted in greater perceived message benefit , increased intention to self-examine and lower message denigration . This suggests TC information is not anxiogenic , but inclusion of TSE information may improve acceptance of disease awareness information .",testicular cancer,Hallucinated,0.0,testicular self-examination,Hit (Relaxed),1.0,anxiety,Hit (Relaxed),1.0
